ProductID,ProductName,Category,City,Price,QuantitySold,Month,Year
575,Chair,Furniture,Rasht,2684000,105,2,2023
228,Laptop,Electronics,Ahvaz,48755000,17,10,2023
125,Notebook,Stationery,Tehran,57000,183,2,2023
211,Headphone,Electronics,Kermanshah,46251000,40,2,2022
650,Table,Furniture,Tehran,2118000,176,8,2021
833,Headphone,Electronics,Rasht,15468000,38,6,2022
188,Notebook,Stationery,Tabriz,92000,104,5,2022
923,Bookshelf,Furniture,Qom,1231000,343,9,2021
586,Bookshelf,Furniture,Rasht,2429000,202,10,2021
486,Laptop,Electronics,Karaj,47375000,7,4,2022
653,Table,Furniture,Tehran,2972000,213,4,2022
342,Keyboard,Electronics,Shiraz,44579000,30,6,2020
531,Chair,Furniture,Isfahan,3195000,443,6,2020
864,Pen,Stationery,Kermanshah,103000,339,3,2020
263,Chair,Furniture,Kermanshah,4584000,94,1,2022
617,Pen,Stationery,Qom,20000,60,11,2022
722,Printer,Electronics,Isfahan,42938000,16,7,2020
300,Mouse,Electronics,Tehran,24097000,2,7,2024
684,Mouse,Electronics,Shiraz,9137000,321,10,2022
646,Bookshelf,Furniture,Kermanshah,1023000,215,7,2021
546,Printer,Electronics,Isfahan,23154000,19,5,2023
748,Tablet,Electronics,Kermanshah,32008000,26,2,2022
912,Monitor,Electronics,Kermanshah,20814000,17,6,2022
860,Smartphone,Electronics,Tehran,42418000,17,4,2022
146,Headphone,Electronics,Kermanshah,2260000,219,11,2024
567,Pen,Stationery,Ahvaz,179000,263,12,2023
570,Laptop,Electronics,Qom,21258000,42,8,2021
576,Smartphone,Electronics,Karaj,29016000,32,11,2021
488,Desk Lamp,Office Supplies,Tehran,470000,443,3,2021
451,Mouse,Electronics,Rasht,17383000,6,6,2022
535,Notebook,Stationery,Tehran,80000,450,3,2020
590,Keyboard,Electronics,Mashhad,39319000,24,1,2023
800,Pen,Stationery,Kermanshah,159000,286,2,2021
906,Chair,Furniture,Mashhad,4773000,302,5,2021
231,Table,Furniture,Tehran,1907000,349,9,2021
116,Camera,Electronics,Rasht,43796000,22,4,2024
976,Tablet,Electronics,Mashhad,25097000,7,10,2020
983,Tablet,Electronics,Ahvaz,3545000,227,2,2021
278,Mouse,Electronics,Isfahan,46516000,39,10,2023
672,Pen,Stationery,Isfahan,50000,159,1,2021
413,Headphone,Electronics,Tabriz,47882000,34,11,2024
889,Headphone,Electronics,Tabriz,17863000,30,10,2021
305,Laptop,Electronics,Ahvaz,28444000,16,9,2023
332,Monitor,Electronics,Tehran,27080000,12,12,2020
578,Monitor,Electronics,Rasht,3203000,482,3,2020
822,Smartphone,Electronics,Kermanshah,2375000,32,2,2020
255,Monitor,Electronics,Rasht,48334000,31,10,2020
333,Bookshelf,Furniture,Shiraz,2569000,339,6,2020
443,Headphone,Electronics,Tabriz,10489000,27,5,2021
617,Monitor,Electronics,Karaj,49062000,17,9,2023
750,Table,Furniture,Isfahan,4192000,498,3,2020
442,Smartphone,Electronics,Isfahan,39023000,26,5,2024
855,Laptop,Electronics,Ahvaz,47589000,14,2,2021
366,Laptop,Electronics,Tabriz,19474000,26,6,2020
262,Monitor,Electronics,Ahvaz,45640000,40,7,2022
236,Desk Lamp,Office Supplies,Tehran,717000,459,1,2023
240,Table,Furniture,Shiraz,602000,312,6,2020
785,Camera,Electronics,Qom,38052000,17,7,2024
306,Monitor,Electronics,Karaj,30693000,15,12,2024
810,Smartphone,Electronics,Qom,28448000,12,3,2020
361,Tablet,Electronics,Rasht,23163000,15,9,2024
615,Mouse,Electronics,Shiraz,4378000,303,4,2022
761,Printer,Electronics,Karaj,20867000,14,4,2022
930,Monitor,Electronics,Karaj,40097000,50,8,2023
705,Camera,Electronics,Tehran,4418000,489,4,2024
987,Tablet,Electronics,Rasht,30898000,2,7,2022
405,Desk Lamp,Office Supplies,Tehran,638000,397,6,2021
420,Laptop,Electronics,Shiraz,11951000,42,9,2021
412,Desk Lamp,Office Supplies,Rasht,198000,32,5,2020
647,Mouse,Electronics,Tehran,28049000,42,12,2021
363,Desk Lamp,Office Supplies,Tehran,763000,54,8,2024
921,Printer,Electronics,Isfahan,7173000,40,11,2024
849,Laptop,Electronics,Mashhad,20878000,15,11,2022
777,Notebook,Stationery,Mashhad,127000,444,5,2024
520,Headphone,Electronics,Karaj,4285000,116,9,2022
517,Headphone,Electronics,Qom,20248000,6,1,2020
154,Chair,Furniture,Isfahan,1462000,167,3,2020
456,Monitor,Electronics,Kermanshah,21912000,14,7,2023
325,Mouse,Electronics,Isfahan,27043000,17,4,2022
966,Chair,Furniture,Tabriz,1668000,455,11,2021
921,Chair,Furniture,Karaj,3310000,407,12,2024
137,Mouse,Electronics,Mashhad,34513000,29,8,2024
313,Bookshelf,Furniture,Isfahan,603000,219,7,2023
460,Smartphone,Electronics,Rasht,30671000,18,5,2024
213,Printer,Electronics,Tehran,8892000,409,8,2021
726,Notebook,Stationery,Tabriz,200000,109,7,2020
893,Table,Furniture,Isfahan,2855000,294,11,2024
314,Monitor,Electronics,Tabriz,41611000,30,12,2024
836,Pen,Stationery,Qom,62000,40,9,2024
274,Bookshelf,Furniture,Rasht,2065000,347,9,2021
177,Printer,Electronics,Isfahan,44821000,32,9,2023
839,Camera,Electronics,Isfahan,29570000,37,6,2023
342,Bookshelf,Furniture,Kermanshah,3609000,74,9,2020
408,Mouse,Electronics,Shiraz,28093000,29,3,2020
106,Smartphone,Electronics,Qom,10465000,3,7,2022
859,Laptop,Electronics,Shiraz,38471000,48,5,2020
520,Tablet,Electronics,Karaj,40144000,17,1,2022
411,Chair,Furniture,Tabriz,905000,109,2,2021
681,Bookshelf,Furniture,Rasht,3744000,131,11,2021
224,Table,Furniture,Mashhad,3229000,279,3,2020
610,Printer,Electronics,Mashhad,45131000,33,8,2020
397,Tablet,Electronics,Tabriz,42220000,36,6,2020
714,Printer,Electronics,Tehran,12939000,17,11,2021
904,Monitor,Electronics,Karaj,33078000,15,4,2020
641,Laptop,Electronics,Shiraz,32075000,17,8,2020
274,Mouse,Electronics,Rasht,44120000,45,11,2022
354,Camera,Electronics,Qom,36653000,44,1,2020
243,Laptop,Electronics,Isfahan,29666000,31,9,2021
369,Headphone,Electronics,Qom,2924000,383,1,2021
248,Notebook,Stationery,Qom,16000,101,5,2024
624,Bookshelf,Furniture,Shiraz,2908000,13,4,2021
808,Chair,Furniture,Isfahan,3671000,427,1,2021
326,Notebook,Stationery,Tabriz,69000,99,9,2023
518,Notebook,Stationery,Tabriz,23000,336,12,2022
526,Notebook,Stationery,Shiraz,54000,265,9,2024
497,Monitor,Electronics,Rasht,41016000,15,8,2021
260,Mouse,Electronics,Kermanshah,13023000,6,5,2022
575,Monitor,Electronics,Tabriz,2876000,220,12,2024
313,Tablet,Electronics,Shiraz,17098000,15,6,2022
389,Camera,Electronics,Tabriz,34297000,42,5,2023
138,Camera,Electronics,Tehran,37361000,42,11,2020
759,Bookshelf,Furniture,Karaj,2906000,297,8,2021
625,Keyboard,Electronics,Isfahan,34454000,36,1,2024
721,Monitor,Electronics,Tehran,45844000,50,12,2022
291,Keyboard,Electronics,Qom,43861000,20,8,2022
218,Laptop,Electronics,Rasht,21054000,7,3,2020
749,Mouse,Electronics,Rasht,41136000,18,9,2021
279,Printer,Electronics,Ahvaz,32700000,44,8,2024
147,Notebook,Stationery,Mashhad,134000,74,10,2022
492,Pen,Stationery,Shiraz,160000,99,8,2024
571,Chair,Furniture,Ahvaz,4523000,480,5,2024
785,Camera,Electronics,Isfahan,31622000,17,11,2021
920,Printer,Electronics,Kermanshah,35467000,24,3,2021
707,Keyboard,Electronics,Qom,49634000,50,2,2021
829,Headphone,Electronics,Qom,18876000,25,11,2021
855,Tablet,Electronics,Mashhad,18505000,11,6,2021
311,Mouse,Electronics,Ahvaz,40342000,49,8,2020
325,Smartphone,Electronics,Tehran,45677000,47,11,2021
151,Mouse,Electronics,Rasht,29419000,8,9,2020
823,Smartphone,Electronics,Rasht,27296000,1,7,2020
104,Mouse,Electronics,Mashhad,32298000,30,2,2024
591,Tablet,Electronics,Rasht,42966000,3,4,2020
260,Keyboard,Electronics,Karaj,15263000,2,11,2023
329,Mouse,Electronics,Isfahan,24457000,31,9,2020
363,Tablet,Electronics,Kermanshah,37244000,44,5,2020
272,Printer,Electronics,Shiraz,4113000,135,7,2024
966,Desk Lamp,Office Supplies,Shiraz,704000,299,5,2020
135,Monitor,Electronics,Kermanshah,7690000,130,11,2021
352,Headphone,Electronics,Tehran,15701000,19,5,2023
500,Laptop,Electronics,Rasht,36461000,42,1,2021
512,Table,Furniture,Ahvaz,2988000,158,11,2024
835,Smartphone,Electronics,Rasht,36929000,43,3,2024
759,Table,Furniture,Tabriz,4900000,430,1,2022
904,Table,Furniture,Shiraz,4381000,33,7,2021
802,Chair,Furniture,Isfahan,1144000,221,5,2022
642,Monitor,Electronics,Tabriz,30503000,38,11,2021
927,Pen,Stationery,Ahvaz,158000,484,12,2023
500,Chair,Furniture,Tehran,4711000,214,3,2020
215,Laptop,Electronics,Mashhad,41631000,47,9,2021
768,Table,Furniture,Qom,1064000,482,9,2023
647,Table,Furniture,Ahvaz,3141000,17,8,2020
173,Pen,Stationery,Ahvaz,155000,64,7,2020
116,Chair,Furniture,Shiraz,2285000,277,9,2022
830,Table,Furniture,Kermanshah,2055000,415,12,2023
853,Smartphone,Electronics,Tehran,44941000,38,1,2020
237,Monitor,Electronics,Karaj,30766000,1,6,2022
337,Tablet,Electronics,Shiraz,22773000,3,3,2023
730,Laptop,Electronics,Mashhad,5618000,420,11,2024
714,Mouse,Electronics,Mashhad,46523000,36,9,2020
704,Table,Furniture,Tabriz,4240000,240,7,2021
988,Tablet,Electronics,Kermanshah,2128000,365,7,2020
815,Monitor,Electronics,Karaj,1673000,364,12,2022
304,Table,Furniture,Tabriz,1512000,276,4,2020
559,Headphone,Electronics,Isfahan,7978000,12,1,2023
118,Camera,Electronics,Tehran,6129000,259,10,2022
140,Bookshelf,Furniture,Qom,3471000,360,10,2022
371,Monitor,Electronics,Tabriz,20634000,41,11,2023
870,Notebook,Stationery,Karaj,175000,161,5,2022
450,Camera,Electronics,Shiraz,48768000,17,12,2024
860,Desk Lamp,Office Supplies,Kermanshah,975000,354,7,2021
969,Mouse,Electronics,Rasht,30245000,24,4,2022
818,Monitor,Electronics,Ahvaz,32521000,46,1,2023
427,Table,Furniture,Mashhad,3047000,134,2,2023
921,Laptop,Electronics,Isfahan,42311000,37,3,2024
271,Desk Lamp,Office Supplies,Rasht,639000,455,12,2021
922,Desk Lamp,Office Supplies,Karaj,416000,102,12,2023
649,Tablet,Electronics,Shiraz,28079000,33,8,2020
246,Mouse,Electronics,Qom,23681000,32,8,2020
831,Desk Lamp,Office Supplies,Ahvaz,551000,281,1,2023
786,Keyboard,Electronics,Ahvaz,44227000,7,6,2024
226,Desk Lamp,Office Supplies,Rasht,781000,278,6,2023
454,Mouse,Electronics,Tabriz,43995000,26,7,2024
321,Tablet,Electronics,Kermanshah,34907000,18,12,2021
721,Desk Lamp,Office Supplies,Qom,511000,465,12,2021
157,Chair,Furniture,Qom,3401000,412,9,2020
803,Keyboard,Electronics,Isfahan,2398000,224,2,2024
148,Laptop,Electronics,Karaj,1677000,304,12,2021
530,Monitor,Electronics,Isfahan,22837000,6,4,2024
179,Pen,Stationery,Shiraz,161000,423,4,2021
778,Table,Furniture,Tabriz,4738000,299,7,2024
493,Mouse,Electronics,Tabriz,43236000,20,8,2022
394,Headphone,Electronics,Tehran,20602000,12,6,2024
745,Keyboard,Electronics,Karaj,12253000,12,7,2021
965,Tablet,Electronics,Tabriz,45944000,9,5,2020
710,Tablet,Electronics,Tabriz,27509000,7,3,2024
308,Camera,Electronics,Tabriz,16225000,41,10,2020
824,Laptop,Electronics,Ahvaz,12260000,39,6,2024
478,Bookshelf,Furniture,Karaj,3269000,454,6,2022
336,Bookshelf,Furniture,Mashhad,3457000,157,1,2024
409,Tablet,Electronics,Tabriz,43044000,4,12,2021
507,Headphone,Electronics,Isfahan,1146000,196,12,2024
853,Printer,Electronics,Mashhad,8248000,449,8,2023
185,Headphone,Electronics,Isfahan,38834000,35,1,2021
778,Camera,Electronics,Shiraz,31100000,32,1,2021
839,Camera,Electronics,Rasht,49605000,27,2,2024
521,Smartphone,Electronics,Rasht,45922000,42,5,2022
761,Pen,Stationery,Mashhad,62000,136,2,2024
294,Bookshelf,Furniture,Isfahan,2690000,70,4,2022
291,Camera,Electronics,Kermanshah,18088000,23,7,2020
375,Notebook,Stationery,Qom,196000,250,6,2024
497,Table,Furniture,Karaj,515000,193,3,2024
124,Camera,Electronics,Qom,32694000,5,7,2021
539,Keyboard,Electronics,Rasht,26256000,49,3,2023
250,Monitor,Electronics,Shiraz,13611000,4,9,2020
809,Chair,Furniture,Mashhad,2892000,70,5,2023
181,Table,Furniture,Ahvaz,2129000,413,1,2022
121,Table,Furniture,Kermanshah,1437000,124,6,2021
415,Headphone,Electronics,Isfahan,29786000,13,9,2020
732,Pen,Stationery,Shiraz,49000,311,12,2021
755,Camera,Electronics,Tabriz,1479000,197,8,2024
924,Camera,Electronics,Karaj,25734000,34,12,2022
963,Keyboard,Electronics,Tabriz,13192000,49,8,2021
657,Monitor,Electronics,Tehran,6427000,476,9,2020
830,Table,Furniture,Isfahan,4604000,461,8,2023
372,Keyboard,Electronics,Tehran,30734000,30,10,2021
943,Printer,Electronics,Tabriz,7670000,256,4,2024
841,Laptop,Electronics,Shiraz,9207000,396,7,2023
886,Camera,Electronics,Qom,38559000,41,3,2020
949,Table,Furniture,Shiraz,1281000,441,8,2023
122,Mouse,Electronics,Karaj,13911000,48,8,2022
984,Laptop,Electronics,Ahvaz,13686000,17,4,2021
144,Smartphone,Electronics,Tabriz,17834000,23,1,2021
166,Monitor,Electronics,Isfahan,36974000,3,3,2022
312,Bookshelf,Furniture,Rasht,1600000,64,1,2020
102,Table,Furniture,Karaj,4463000,171,6,2020
993,Bookshelf,Furniture,Shiraz,1319000,412,10,2021
927,Notebook,Stationery,Isfahan,50000,169,10,2021
974,Table,Furniture,Rasht,3927000,360,8,2024
640,Pen,Stationery,Tabriz,56000,125,12,2020
183,Bookshelf,Furniture,Tabriz,3829000,44,4,2020
285,Camera,Electronics,Ahvaz,6664000,353,6,2022
596,Mouse,Electronics,Rasht,45202000,42,9,2023
839,Tablet,Electronics,Tehran,31019000,45,11,2023
330,Keyboard,Electronics,Qom,15341000,26,5,2021
173,Bookshelf,Furniture,Shiraz,1238000,157,1,2023
447,Laptop,Electronics,Shiraz,46612000,6,2,2023
655,Tablet,Electronics,Ahvaz,1968000,217,1,2023
934,Monitor,Electronics,Qom,25469000,19,12,2022
425,Tablet,Electronics,Rasht,9433000,326,6,2020
417,Desk Lamp,Office Supplies,Qom,104000,147,5,2023
793,Printer,Electronics,Qom,48705000,38,10,2020
451,Mouse,Electronics,Ahvaz,48273000,46,11,2022
866,Camera,Electronics,Qom,34258000,7,10,2020
855,Headphone,Electronics,Tehran,2306000,77,8,2021
125,Bookshelf,Furniture,Kermanshah,1172000,330,7,2023
580,Chair,Furniture,Tehran,1346000,273,12,2024
746,Monitor,Electronics,Tabriz,6024000,65,12,2021
320,Printer,Electronics,Kermanshah,31794000,8,9,2021
756,Notebook,Stationery,Mashhad,18000,316,8,2020
215,Desk Lamp,Office Supplies,Shiraz,575000,141,4,2024
681,Smartphone,Electronics,Mashhad,43217000,30,9,2022
794,Laptop,Electronics,Isfahan,46426000,38,7,2023
806,Keyboard,Electronics,Tehran,29974000,31,11,2024
387,Smartphone,Electronics,Kermanshah,40740000,25,4,2022
794,Smartphone,Electronics,Ahvaz,41368000,3,8,2022
643,Headphone,Electronics,Isfahan,19446000,34,1,2024
875,Mouse,Electronics,Tabriz,21576000,28,12,2023
429,Bookshelf,Furniture,Qom,1971000,366,7,2024
534,Smartphone,Electronics,Tehran,11470000,37,7,2024
194,Keyboard,Electronics,Tabriz,43275000,33,7,2023
563,Camera,Electronics,Karaj,7539000,252,7,2020
346,Bookshelf,Furniture,Rasht,4786000,432,4,2024
548,Printer,Electronics,Tehran,12190000,50,4,2023
281,Mouse,Electronics,Kermanshah,46526000,17,10,2020
411,Printer,Electronics,Karaj,41771000,3,7,2023
449,Notebook,Stationery,Tabriz,88000,326,3,2024
229,Bookshelf,Furniture,Mashhad,3125000,146,10,2024
111,Laptop,Electronics,Kermanshah,18749000,27,3,2023
782,Desk Lamp,Office Supplies,Tehran,275000,350,8,2024
356,Pen,Stationery,Karaj,76000,452,2,2023
944,Headphone,Electronics,Tabriz,2461000,333,4,2024
247,Headphone,Electronics,Kermanshah,48881000,2,3,2022
944,Desk Lamp,Office Supplies,Kermanshah,390000,44,5,2020
165,Desk Lamp,Office Supplies,Karaj,685000,265,8,2020
305,Bookshelf,Furniture,Rasht,2158000,106,10,2024
533,Monitor,Electronics,Kermanshah,39310000,13,3,2023
294,Keyboard,Electronics,Kermanshah,40804000,48,9,2020
188,Keyboard,Electronics,Tabriz,43282000,16,6,2020
107,Mouse,Electronics,Isfahan,12060000,26,8,2024
347,Tablet,Electronics,Mashhad,48030000,19,1,2020
214,Table,Furniture,Mashhad,2045000,337,3,2024
386,Headphone,Electronics,Tehran,7942000,455,4,2022
140,Printer,Electronics,Shiraz,36191000,6,3,2020
616,Pen,Stationery,Shiraz,40000,492,6,2024
338,Notebook,Stationery,Tabriz,89000,384,6,2020
494,Keyboard,Electronics,Isfahan,16562000,16,9,2023
624,Chair,Furniture,Ahvaz,537000,426,8,2020
677,Pen,Stationery,Mashhad,121000,256,5,2020
105,Table,Furniture,Tabriz,744000,11,10,2024
923,Tablet,Electronics,Qom,2783000,27,12,2022
204,Chair,Furniture,Rasht,1294000,256,4,2022
985,Mouse,Electronics,Tehran,37298000,45,1,2022
497,Bookshelf,Furniture,Kermanshah,1986000,334,1,2021
638,Laptop,Electronics,Tabriz,49888000,18,2,2022
755,Chair,Furniture,Tabriz,3874000,496,5,2021
782,Laptop,Electronics,Shiraz,14777000,1,8,2022
321,Bookshelf,Furniture,Rasht,4019000,371,6,2022
106,Printer,Electronics,Tabriz,11907000,46,11,2023
349,Headphone,Electronics,Tabriz,24610000,13,9,2024
590,Pen,Stationery,Karaj,10000,285,7,2024
777,Headphone,Electronics,Tehran,27810000,9,4,2023
320,Camera,Electronics,Qom,37672000,11,5,2021
723,Bookshelf,Furniture,Qom,3301000,499,10,2024
184,Smartphone,Electronics,Mashhad,31154000,10,9,2020
191,Headphone,Electronics,Rasht,6152000,478,1,2021
550,Chair,Furniture,Isfahan,682000,500,12,2024
370,Camera,Electronics,Rasht,2970000,163,5,2024
258,Tablet,Electronics,Ahvaz,18956000,30,8,2023
260,Monitor,Electronics,Shiraz,49061000,36,3,2020
199,Notebook,Stationery,Shiraz,39000,33,7,2021
392,Smartphone,Electronics,Shiraz,38432000,15,1,2023
666,Chair,Furniture,Rasht,3389000,305,8,2022
347,Monitor,Electronics,Rasht,37276000,2,8,2020
580,Keyboard,Electronics,Mashhad,9812000,434,6,2020
490,Smartphone,Electronics,Ahvaz,12412000,16,8,2022
678,Laptop,Electronics,Karaj,25545000,16,6,2024
336,Smartphone,Electronics,Tehran,28375000,21,3,2022
351,Monitor,Electronics,Mashhad,3020000,71,10,2021
806,Tablet,Electronics,Ahvaz,25140000,23,3,2022
928,Table,Furniture,Isfahan,4431000,356,3,2022
437,Chair,Furniture,Mashhad,4464000,131,7,2024
406,Notebook,Stationery,Karaj,191000,417,11,2022
686,Mouse,Electronics,Rasht,21555000,47,6,2024
422,Notebook,Stationery,Ahvaz,13000,124,3,2021
132,Tablet,Electronics,Qom,47469000,3,7,2020
664,Camera,Electronics,Tabriz,25854000,21,6,2023
250,Camera,Electronics,Isfahan,25768000,19,9,2022
719,Headphone,Electronics,Tabriz,24869000,28,9,2021
872,Camera,Electronics,Karaj,15296000,32,10,2021
589,Desk Lamp,Office Supplies,Rasht,775000,451,7,2024
127,Monitor,Electronics,Shiraz,22358000,13,8,2020
325,Monitor,Electronics,Shiraz,3280000,167,12,2024
614,Camera,Electronics,Tehran,27112000,6,5,2023
325,Pen,Stationery,Tabriz,27000,379,5,2020
686,Keyboard,Electronics,Karaj,13357000,46,9,2023
145,Headphone,Electronics,Karaj,44677000,4,4,2020
820,Headphone,Electronics,Shiraz,40807000,43,4,2023
645,Smartphone,Electronics,Qom,10496000,17,4,2021
578,Tablet,Electronics,Mashhad,40174000,33,1,2022
771,Tablet,Electronics,Ahvaz,38779000,45,9,2023
981,Smartphone,Electronics,Tabriz,40770000,20,12,2022
385,Camera,Electronics,Shiraz,27699000,31,12,2022
683,Table,Furniture,Mashhad,4748000,94,9,2024
592,Laptop,Electronics,Ahvaz,26798000,38,12,2021
711,Monitor,Electronics,Rasht,1409000,456,5,2021
743,Desk Lamp,Office Supplies,Isfahan,931000,438,8,2022
214,Desk Lamp,Office Supplies,Shiraz,755000,404,5,2021
997,Monitor,Electronics,Ahvaz,46772000,5,9,2020
857,Bookshelf,Furniture,Isfahan,4291000,73,4,2022
276,Headphone,Electronics,Tabriz,45533000,31,3,2023
154,Bookshelf,Furniture,Tehran,3454000,91,12,2021
432,Monitor,Electronics,Ahvaz,15487000,25,11,2021
541,Headphone,Electronics,Mashhad,34622000,22,4,2024
194,Laptop,Electronics,Ahvaz,9508000,15,5,2020
524,Desk Lamp,Office Supplies,Rasht,78000,216,1,2022
409,Desk Lamp,Office Supplies,Ahvaz,704000,483,3,2020
968,Printer,Electronics,Isfahan,43137000,38,6,2023
776,Chair,Furniture,Mashhad,1716000,173,10,2022
483,Headphone,Electronics,Karaj,49741000,40,6,2020
602,Mouse,Electronics,Tehran,23858000,49,3,2024
469,Mouse,Electronics,Qom,42792000,11,1,2024
141,Mouse,Electronics,Shiraz,36845000,28,2,2024
310,Smartphone,Electronics,Rasht,23363000,43,4,2024
910,Pen,Stationery,Ahvaz,79000,361,4,2024
438,Headphone,Electronics,Tehran,1029000,434,3,2020
307,Keyboard,Electronics,Shiraz,29462000,45,12,2022
309,Pen,Stationery,Qom,40000,144,1,2024
531,Table,Furniture,Ahvaz,3777000,382,7,2021
927,Table,Furniture,Karaj,1263000,124,9,2022
303,Notebook,Stationery,Kermanshah,171000,334,3,2023
393,Smartphone,Electronics,Shiraz,49705000,25,12,2020
840,Notebook,Stationery,Isfahan,96000,403,4,2020
335,Bookshelf,Furniture,Ahvaz,1835000,267,12,2023
789,Mouse,Electronics,Tehran,9590000,334,1,2021
958,Printer,Electronics,Tabriz,6451000,269,9,2021
481,Camera,Electronics,Mashhad,48546000,20,6,2022
703,Laptop,Electronics,Kermanshah,18426000,27,6,2022
788,Pen,Stationery,Mashhad,57000,137,1,2024
964,Notebook,Stationery,Karaj,36000,493,9,2022
735,Notebook,Stationery,Kermanshah,170000,13,1,2021
724,Mouse,Electronics,Ahvaz,39432000,30,6,2023
287,Mouse,Electronics,Isfahan,49091000,1,8,2023
337,Chair,Furniture,Kermanshah,1247000,307,3,2022
526,Bookshelf,Furniture,Ahvaz,1379000,61,2,2023
556,Headphone,Electronics,Tehran,35850000,41,1,2023
888,Pen,Stationery,Isfahan,53000,298,6,2023
270,Notebook,Stationery,Kermanshah,32000,134,11,2022
873,Monitor,Electronics,Kermanshah,14637000,43,8,2021
393,Bookshelf,Furniture,Kermanshah,4914000,459,10,2024
798,Table,Furniture,Rasht,4236000,87,9,2024
517,Notebook,Stationery,Mashhad,30000,360,7,2020
491,Camera,Electronics,Shiraz,36292000,42,6,2024
922,Monitor,Electronics,Karaj,39654000,41,8,2020
872,Chair,Furniture,Kermanshah,4256000,202,4,2024
859,Desk Lamp,Office Supplies,Qom,906000,192,3,2021
296,Smartphone,Electronics,Kermanshah,21737000,27,3,2024
772,Headphone,Electronics,Karaj,27858000,49,9,2023
265,Table,Furniture,Tabriz,4201000,459,8,2022
718,Printer,Electronics,Tabriz,48229000,37,8,2024
803,Smartphone,Electronics,Qom,43192000,31,10,2022
387,Monitor,Electronics,Isfahan,23517000,26,4,2022
204,Pen,Stationery,Qom,138000,451,2,2021
967,Chair,Furniture,Ahvaz,4072000,131,11,2024
644,Chair,Furniture,Qom,4232000,270,11,2020
963,Table,Furniture,Karaj,4902000,279,10,2022
833,Printer,Electronics,Isfahan,30488000,40,3,2021
893,Pen,Stationery,Kermanshah,62000,216,5,2022
393,Tablet,Electronics,Karaj,17790000,32,8,2023
277,Headphone,Electronics,Mashhad,38213000,50,8,2021
883,Bookshelf,Furniture,Rasht,2236000,285,4,2021
858,Monitor,Electronics,Qom,37678000,14,4,2024
893,Keyboard,Electronics,Shiraz,3090000,207,3,2021
765,Notebook,Stationery,Isfahan,85000,433,4,2023
864,Bookshelf,Furniture,Ahvaz,4722000,194,8,2021
315,Laptop,Electronics,Mashhad,23663000,6,6,2020
532,Laptop,Electronics,Karaj,18820000,38,7,2023
556,Mouse,Electronics,Tehran,6646000,326,12,2021
102,Desk Lamp,Office Supplies,Tabriz,932000,188,9,2022
409,Notebook,Stationery,Karaj,103000,418,1,2021
426,Monitor,Electronics,Ahvaz,45343000,46,7,2024
885,Table,Furniture,Tehran,3456000,111,8,2023
828,Table,Furniture,Shiraz,1196000,166,4,2024
691,Mouse,Electronics,Kermanshah,12748000,25,3,2020
987,Monitor,Electronics,Qom,2288000,33,2,2020
493,Table,Furniture,Kermanshah,1784000,30,11,2023
709,Keyboard,Electronics,Kermanshah,34408000,4,4,2023
938,Desk Lamp,Office Supplies,Shiraz,701000,120,9,2023
400,Camera,Electronics,Mashhad,16949000,24,11,2024
194,Printer,Electronics,Isfahan,2111000,349,8,2020
470,Pen,Stationery,Qom,159000,474,11,2022
241,Headphone,Electronics,Shiraz,46848000,2,5,2020
132,Keyboard,Electronics,Mashhad,13087000,19,5,2021
187,Tablet,Electronics,Rasht,7296000,379,12,2024
540,Mouse,Electronics,Karaj,49295000,46,6,2020
648,Pen,Stationery,Karaj,194000,296,6,2023
103,Camera,Electronics,Isfahan,24097000,13,4,2023
793,Keyboard,Electronics,Tabriz,1572000,31,5,2020
827,Mouse,Electronics,Qom,35641000,13,2,2023
460,Bookshelf,Furniture,Isfahan,3086000,216,12,2021
450,Laptop,Electronics,Karaj,31693000,12,4,2022
542,Keyboard,Electronics,Mashhad,39057000,22,6,2021
591,Mouse,Electronics,Mashhad,11667000,14,8,2020
841,Mouse,Electronics,Tabriz,46087000,4,4,2023
176,Chair,Furniture,Karaj,2852000,446,5,2022
299,Tablet,Electronics,Tehran,15558000,4,12,2021
427,Monitor,Electronics,Shiraz,17688000,13,4,2024
719,Monitor,Electronics,Tabriz,11940000,16,4,2020
803,Table,Furniture,Isfahan,3491000,301,1,2024
265,Chair,Furniture,Tabriz,3048000,215,5,2021
762,Bookshelf,Furniture,Tabriz,1076000,130,7,2022
534,Monitor,Electronics,Qom,49675000,9,1,2021
758,Laptop,Electronics,Ahvaz,19169000,37,8,2020
183,Desk Lamp,Office Supplies,Ahvaz,798000,279,4,2024
132,Mouse,Electronics,Ahvaz,9331000,493,4,2024
497,Printer,Electronics,Isfahan,37971000,26,7,2023
881,Camera,Electronics,Isfahan,11435000,41,2,2023
385,Table,Furniture,Tehran,3523000,376,12,2021
995,Chair,Furniture,Ahvaz,4816000,250,2,2024
952,Chair,Furniture,Qom,2497000,73,6,2021
870,Bookshelf,Furniture,Mashhad,2883000,256,6,2020
960,Headphone,Electronics,Qom,38452000,8,9,2021
205,Smartphone,Electronics,Rasht,10255000,13,6,2023
370,Table,Furniture,Mashhad,2161000,395,5,2023
189,Tablet,Electronics,Isfahan,10396000,16,8,2022
658,Mouse,Electronics,Tehran,24706000,26,11,2024
344,Table,Furniture,Ahvaz,630000,119,5,2020
678,Tablet,Electronics,Isfahan,14894000,47,12,2022
